timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1773141751258,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751262,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751264,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751266,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751268,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751273,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751271,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751277,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751277,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751281,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751282,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751286,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751286,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751291,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751291,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751296,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751296,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751300,7,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,7,0,0
1773141751300,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,7,0,0
1773141751307,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751307,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751311,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751311,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751315,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751315,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751320,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751320,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751325,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751325,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751330,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751330,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751334,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751334,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751337,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751337,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751342,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751342,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751347,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751347,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751353,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751353,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751358,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751358,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751362,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751362,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751367,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751367,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751372,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751372,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751376,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751376,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751381,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751381,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
